55,50
55,55
55,50
55,550
55,750
55,55
55,550
55,50
55,750
55,200
55,200
55,50
55,50
55,500
55,60
55,500
55,50
55,50
55,1500
55,50
55,50
55,1
55,500
55,50
55,50
55,100
55,50
55,50
55,500
55,50
55,50
55,500
55,1000
55,60
55,50
55,55
55,50
55,50
55,550
55,50
55,550
55,50
55,50
55,50
55,60
55,550
55,50
55,5000
55,50
55,50
55,50
55,60
55,50
55,50
55,75
55,50
55,500
55,1
55,55
55,50
55,50
55,300
55,50
55,50
55,70
55,50
55,50
55,50
55,50
55,50
55,250
55,50
55,55
55,50
55,50
55,600
55,550
55,55
55,230
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,375
55,60
55,55
55,50
55,50
55,500
55,500
55,1000
55,500
55,75
55,50
55,500
55,550
55,50
55,550
55,55
55,500
55,55
55,55
55,500
55,50
55,50
55,50
55,500
55,50
55,500
55,50
55,50
55,583
55,50
55,50
55,1100
55,50
55,50
55,50
55,60
55,50
55,500
55,50
55,550
55,50
55,50
55,75
55,50
55,50
55,650
55,55
55,550
55,550
55,500
55,50
55,50
55,75
55,50
55,50
55,50
55,50
55,50
55,500
55,50
55,60
55,55
55,55
55,55
55,650
55,50
55,50
55,50
55,500
55,50
55,60
55,50
55,50
55,55
55,50
55,50
55,50
55,500
55,1
55,500
55,500
55,50
55,55
55,50
55,50
55,55
55,50
55,100
55,60
55,50
55,50
55,60
55,50
55,550
55,55
55,50
55,550
55,50
55,50
55,50
55,55
55,50
55,50
55,50
55,50
55,50
55,0
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,45
55,500
55,50
55,90
55,25
55,1000
55,50
55,50
55,50
55,75
55,50
55,50
55,500
55,500
55,55
55,75
55,550
55,50
55,500
55,5000
55,600
55,61
55,100
55,50
55,50
55,50
55,50
55,50
55,500
55,50
55,50
55,50
55,55
55,50
55,550
55,50
55,50
55,50
55,50
55,50
55,550
55,50
55,50
55,50
55,75
55,50
55,500
55,500
55,550
55,50
55,55
55,50
55,55
55,50
55,50
55,50
55,550
55,500
55,50
55,1000
55,50
55,280
55,62
55,550
55,50
55,50
55,50
55,50
55,50
55,55
55,50
55,50
55,100
55,50
55,50
55,500
55,500
55,50
55,75
55,50
55,1
55,50
55,550
55,500
55,70
55,250
55,500
55,55
55,50
55,50
55,50
55,55
55,60
55,55
55,55
55,75
55,550
55,50
55,220
55,275
55,55
55,55
55,50
55,50
55,60
55,50
55,55
55,100
55,50
55,50
55,55
55,55
55,150
55,550
55,55
55,50
55,60
55,50
55,555
55,300
55,550
55,450
55,550
55,60
55,60
55,0
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,55
55,500
55,50
55,1500
55,550
55,50
55,330
55,50
55,50
55,62
55,55
55,500
55,550
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,55
55,50
55,55
55,500
55,50
55,750
55,50
55,50
55,50
55,500
55,55
55,5000
55,50
55,50
55,50
55,50
55,55
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,55
55,50
55,75
55,50
55,550
55,550
55,50
55,50
55,55
55,50
55,55
55,50
55,50
55,50
55,50
55,85
55,50
55,500
55,50
55,55
55,50
55,550
55,50
55,550
55,610
55,75
55,400
55,500
55,55
55,50
55,50
55,50
55,50
55,550
55,550
55,550
55,500
55,50
55,500
55,75
55,50
55,55
55,50
55,50
55,55
55,55
55,50
55,50
55,550
55,55
55,50
55,55
55,50
55,55
55,50
55,80
55,50
55,1000
55,50
55,50
55,55
55,50
55,50
55,550
55,50
55,500
55,50
55,50
55,50
55,50
55,550
55,450
55,50
55,50
55,50
55,50
55,50
55,550
55,550
55,50
55,60
55,30
55,600
55,55
55,50
55,50
55,250
55,50
55,50
55,550
55,50
55,50
55,650
55,50
55,250
55,55
55,80
55,50
55,50
55,50
55,550
55,50
55,100
55,50
55,550
55,750
55,50
55,50
55,50
55,50
55,550
55,55
55,550
55,250
55,50
55,50
55,500
55,500
55,50
55,50
55,500
55,550
55,550
55,50
55,50
55,50
55,50
55,55
55,1000
55,58
55,550
55,50
55,50
55,55
55,50
55,50
55,1
55,50
55,500
55,50
55,50
55,100
55,55
55,50
55,500
55,50
55,300
55,50
55,50
55,50
55,55
55,500
55,55
55,50
55,500
55,50
55,55
55,50
55,600
55,250
55,50
55,50
55,55
55,50
55,50
55,550
55,50
55,50
55,50
55,50
55,55
55,50
55,50
55,50
55,50
55,50
55,50
55,275
55,50
55,500
55,60
55,50
55,500
55,50
55,550
55,50
55,55
55,80
55,50
55,550
55,50
55,50
55,500
55,50
55,550
55,55
55,50
55,50
55,50
55,500
55,1
55,330
55,55
55,50
55,500
55,50
55,550
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,50
55,81
55,55
55,55
55,50
55,55
55,50
55,50
55,50
55,50
55,578
55,55
55,50
55,450
55,55
55,500
55,50
55,50
55,500
55,55
55,650
55,55
55,50
